FID,plot,other_name,gradient,park,project,SU,strata_LC,strata_GD,Observ1,Observ2,Observ3,elev,slope,inc_radiat,heat_loa,aspect,tree,subshrub,shrub,forb,gram,bryo,lichen,soil,duff,rock,water,richness,succ_p,succ_a,height,tissue,comment,lat,long,GPS_accur,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Height,Vert_Prec,Horz_Prec,Std_Dev,vascular,topo,HUC,Ecoreg_1,Ecoreg_2,Ecoreg_3,Eco_veg,Dep_type,Dep_Name,SecEcoR,Section,Subsect,Lithol,Physiogr,Limest,Beikman,Calcar,arcn_20100,arcn_20101,arcn_20102,arcn_20103,arcn_20104,arcn_20105,arcn_20106
259,NW-1e, ,1,3,NOAT-E,Lplot,Conifer forest,NW-block,Emily A Holt,Amanda Hardman, ,97,0,-0.676,0.237339,0,45,40,30,45,5,75,0.1,0.1,35,0,0,30,1.662037,1.611111,6.45,1, ,68.046517,-162.330259,< 3 m, , , ,Garmin Map76S,7/6/05 0:00, , , , , , , , , , , , ,5,3,2,8,241,1,110,6,2,8,12,4,13,3,310,0,5,58,75,97,41,21,26
260,NW-2a, ,1,3,NOAT-E,Lplot,Alder-willow,NW-block,Emily A Holt,Amanda Hardman, ,324,3,-0.68236,0.004399,70,0,25,30,1,35,80,1,0.1,15,0,1,17,2.034722,2.150794,4.353333,1, ,68.255903,-161.265747,< 3 m, , , ,Garmin Map76S,6/26/05 0:00, , , , , , , , , , , , ,4,3,3,3,230,8,110,6,2,6,65,31,13,2,1171,1,3,108,147,152,65,45,43
261,NW-2b, ,1,3,NOAT-E,Lplot,Alder-willow,NW-block,Emily A Holt,Amanda Hardman, ,235,6,-0.559248,0.200758,220,0,50,7,0.1,60,70,0.1,0.1,25,0,0,17,1.913194,2.094136,5.653333,1, ,68.036061,-161.378025,< 3 m, , , ,Garmin Map76S,7/8/05 0:00, , , , , , , , , , , , ,3,2,3,3,230,8,24,6,2,6,26,28,12,3,1171,1,3,129,162,160,81,51,45
262,NW-3a, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,NW-block,Emily A Holt,Amanda Hardman, ,360,6,-0.829685,0.179916,352,0,55,0.1,0.1,75,70,3,1,45,0,0,25,1.993895,2.176073,5.33,1, ,68.027768,-160.582251,< 3 m, , , ,Garmin Map76S,7/14/05 0:00, , , , , , , , , , , , ,3,2,3,3,230,1,110,6,2,18,81,24,11,2,1174,1,2,124,146,147,71,59,48
263,NW-3b, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,NW-block,Emily A Holt,Amanda Hardman, ,364,7,-0.777699,0.994996,42,0,50,6,15,70,60,5,0.1,40,0,0,28,1.978505,2.155583,6.455,1, ,68.050951,-160.712022,< 3 m, , , ,Garmin Map76S,7/14/05 0:00, , , , , , , , , , , , ,2,2,3,3,230,1,42,6,2,18,27,24,8,2,1174,1,2,112,135,135,67,49,44
264,NW-3c, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,NW-block,Emily A Holt,Amanda Hardman, ,242,4,-0.759314,0.695942,336,0,45,0,0,82,65,1,2.5,40,0,1,29,1.966239,2.072009,6.626667,1, ,68.070046,-160.752964,< 3 m, , , ,Garmin Map76S,7/14/05 0:00, , , , , , , , , , , , ,4,2,3,3,230,1,42,6,2,18,41,20,6,3,1174,1,3,133,158,142,81,61,50
265,NW-5a, ,1,3,NOAT-E,Lplot,Talus lichen,NW-block,Emily A Holt,Amanda Hardman, ,734,13,-0.425972,0.62048,150,0,10,0,4,0.1,3,5,5,0.1,75,0,23,2.096296,1.94375,2.91,0, ,68.429964,-161.688939,< 3 m, , , ,Garmin Map76S,6/26/05 0:00, , , , , , , , , , , , ,1,3,3,3,230,8,110,6,2,18,27,24,8,2,1171,1,4,255,255,104,161,140,149
266,NW-6a, ,1,3,NOAT-E,Lplot,Herbaceous community,NW-block,Emily A Holt,Amanda Hardman, ,546,1.5,-0.703715,0.816671,330,0,25,0,35,60,5,3,10,50,0,0,18,2.136905,2.367347,2.78,1, ,68.127488,-162.035724,< 3 m, , , ,Garmin Map76S,7/6/05 0:00, , , , , , , , , , , , ,5,3,3,3,230,3,110,6,2,6,73,9,13,2,905,0,3,158,163,112,77,68,63
267,NW-6b, ,1,3,NOAT-E,Lplot,Herbaceous community,NW-block,Emily A Holt,Amanda Hardman, ,78,0,-0.676,0.237339,0,0,45,0,0.1,55,40,4,1,0,0,0,17,2.035053,2.150794,4.7,1, ,67.989616,-162.359227,< 3 m, , , ,Garmin Map76S,7/7/05 0:00, , , , , , , , , , , , ,5,3,2,8,241,5,126,6,2,6,52,23,17,2,310,0,5,167,185,122,68,60,55
268,OK-1, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.57,-158.25,<15m, , , ,Garmin 12Map,8/14/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,137,150,58,45,38
269,ONF5, ,1,5,KOVA,Lplot,Open needleleaf forest, ,Shanti Berryman,Heath Powers, ,230.268,15,-0.391493,0.264174,201,25,50,35,2,2,40,0.1,0.1,20,0.1,0,46,1.904514,1.916667,5.772856,1, ,67.324052,-159.051059,0.1 – 0.7 m,3.2,1.4,Postprocessed Code,GeoXH 2005,6/7/07 0:00,04:19:26pm,New,Lichen_P,ARCNXH1060716A.cor,10,10,KOVA_CAKR_07,230.268,1.1,0.6,0.553319,80,4,6,3,3,230,6,32,6,2,6,52,23,17,2,1167,1,4,69,94,119,42,22,30
270,Oolah Lk,Oolah LK,0,4,GAAR,judgement, , ,Linda Hasselbach,Peter Neitlich, ,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0, ,68.15588,-150.24069,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,156,182,140,81,62,64
271,OP, ,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1337.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.07057,-150.01083,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,230,175,94,143,123,133
272,Outcrops,OutcropsNearQ3-S4,0,3,NOAT-E,survey, , ,Lichen Quest, , ,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.48082,-161.48335,< 15 m, , , ,Garmin 12Map,6/26/04 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,255,255,94,162,140,147
273,Pass Bet,Pass Bet Kak/Alat,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.00853,-154.9416,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,173,151,80,62,55
274,Passb/tA,Passb/tAya-NF Mary,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.11974,-154.69567,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,62,53,43,37,40
275,Passb/tK,Passb/tKar2/Aya,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.14168,-154.59261,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,215,135,134,121,115
276,Plot 11, ,1,1,BELA-P,Lplot,Mesic/Dry Herbaceous, ,Peter Neitlich, , ,213.36,2,-0.663217,0.31634,270,0,70,0,5,15,25,50,0,10,0,0,11,2.159524,2.155357,8.8,0, ,65.88912,-164.8451,<15m, , , ,Garmin 12Map,8/21/01 0:00, , , , , , , , , , , ,95,5,11,3,5,276,1,78,6,3,19,64,17,5,3,1192,0,5,158,191,145,86,70,64
277,Plot 15, ,0,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,65.71802,-162.72311,<15m, , , ,Garmin 12Map,7/6/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,169,77,68,60,47
278,Plot 16, ,1,1,BELA-P,Lplot,Open Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,243.84,1,-0.697761,0.004399,20,0,30,0,60,0.1,25,7,0,10,0,5,7,1.651077,1.586039,3.17,0, ,65.74065,-162.73312,<15m, , , ,Garmin 12Map,7/1/02 0:00, , , , , , , , , , , ,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,167,138,84,70,53
279,Plot 19, ,0,1,BELA-P,Lplot,Closed Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0, ,66.29911,-164.51122,<15m, , , ,Garmin 12Map,7/8/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,143,173,169,76,58,49
280,Plot 22, ,1,1,BELA-P,Lplot,Closed Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,182.88,12,-0.703895,0.727971,288,0,40,0,15,20,40,15,5,1,1,2,18,2.336865,2.349835,9.24,0, ,66.07001,-164.57674,<15m, , , ,Garmin 12Map,7/1/02 0:00, , , , , , , , , , , ,75,3,10,3,5,276,2,78,6,3,19,64,17,5,3,1003,2,6,135,159,153,76,64,52
281,Plot 23, ,1,1,BELA-P,Lplot,Open Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,243.84,0,-0.676,0.237339,0,0,60,0,20,20,25,15,0,0,0,0,15,2.087807,2.075306,11.686667,0, ,66.07061,-164.56063,<15m, , , ,Garmin 12Map,7/1/02 0:00, , , , , , , , , , , ,65,3,10,3,5,276,2,78,6,2,6,52,23,17,2,1003,2,6,151,176,152,80,74,52
282,Plot 25, ,1,1,BELA-P,Lplot,Open Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,91.44,6,-0.597986,0.781227,110,0,0,0,0,0,10,20,10,1,6,3,15,2.150353,2.182143,10.4425,0, ,66.08747,-164.51706,<15m, , , ,Garmin 12Map,7/8/02 0:00, , , , , , , , , , , ,75,5,10,3,5,276,2,78,6,2,18,57,32,8,2,1003,2,6,143,166,150,83,66,59
283,Plot 26, ,1,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,289.56,1,-0.694418,0.816671,330,0,25,0,1,7,5,75,10,0,30,0,20,2.07586,2.214727,6.054,0, ,66.06256,-164.56592,<15m, , , ,Garmin 12Map,7/1/02 0:00, , , , , , , , , , , ,30,1,10,3,5,276,2,78,6,2,6,39,31,8,2,1192,0,6,179,194,131,98,86,67
284,Plot 4, ,1,1,BELA-P,Lplot,Open Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,213.36,0,-0.676,0.237339,0,0,30,0,10,60,15,2,0,3,0,1,7,1.684807,1.571195,4.6,0, ,65.67639,-162.88275,<15m, , , ,Garmin 12Map,7/1/02 0:00, , , , , , , , , , , ,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,175,150,84,73,56
285,Plot A, ,1,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,182.88,0.5,-0.674342,0.066624,278,0,50,0,5,25,2,35,10,5,0.1,0,10,2.106667,2.137037,5.1125,0, ,65.78974,-164.12529,<15m, , , ,Garmin 12Map,8/13/00 0:00, , , , , , , , , , , ,72,4,10,3,5,276,1,32,6,2,6,39,31,8,2,1193,1,7,184,199,135,100,86,79
286,Plot C, ,1,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,243.84,1.5,-0.652615,0.998414,243,0,30,0,15,15,20,15,8,5,0.1,0,7,2.066667,2.022222,2.61,0, ,65.81004,-163.7675,<15m, , , ,Garmin 12Map,8/21/00 0:00, , , , , , , , , , , ,45,3,10,3,5,276,1,32,6,2,6,43,29,13,1,1193,1,5,163,185,137,92,75,66
287,Plot D, ,1,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,304.8,5,-0.75348,0.019915,39,0,50,0,20,5,2,50,20,0,1,0,10,2.206667,2.206667,4.27,0, ,65.86603,-163.56019,<15m, , , ,Garmin 12Map,8/13/00 0:00, , , , , , , , , , , ,40,2,10,3,5,276,1,32,6,2,6,5,10,13,2,1193,1,7,148,164,128,75,63,52
288,Plot E, ,1,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,182.88,6,-0.745249,0.755101,311,0,35,0,20,20,15,15,1,0.1,0,0,13,2.147619,2.125397,4.114,0, ,65.84483,-163.68788,<15m, , , ,Garmin 12Map,8/13/00 0:00, , , , , , , , , , , ,85,4,10,3,5,276,1,32,6,3,19,64,23,11,2,1193,1,7,164,177,124,82,68,64
289,Plot I, ,0,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0, ,65.4938,-163.60045,<15m, , , ,Garmin 12Map,7/8/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,160,177,140,75,63,53
290,Plot J, ,1,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,320.04,0,-0.676,0.237339,0,0,10,0,10,50,35,60,0,0,5,5,13,2.227679,2.157619,4.2375,0, ,65.44219,-163.46541,<15m, , , ,Garmin 12Map,8/13/00 0:00, , , , , , , , , , , ,61,5,13,3,5,276,1,32,6,2,2,2,13,12,2,304,0,5,187,204,147,96,90,77
291,Plot K, ,1,1,BELA-P,Lplot,Dwarf Shrub - Lichen Dominated, ,Peter Neitlich, , ,579.12,2,-0.722709,0.422874,15,0,55,0,10,15,0,30,0,0,20,0,27,2.177897,2.17997,5.025,0, ,65.33863,-163.3376,<15m, , , ,Garmin 12Map,8/13/00 0:00, , , , , , , , , , , ,65,2,13,3,5,276,3,110,6,6,10,24,15,12,3,509,0,1,224,213,113,89,87,67
292,Plot N, ,1,1,BELA-P,Lplot,Sparse Vegetation, ,Peter Neitlich, , ,365.76,0,-0.676,0.237339,0,0,15,5,0,0.1,1,80,5,0,75,0,22,2.312839,2.382264,6.52,0, ,65.51183,-163.38339,<15m, , , ,Garmin 12Map,8/15/01 0:00, , , , , , , , , , , ,30,5,13,3,5,276,3,32,6,6,12,34,2,2,2,303,0,7,164,127,49,59,47,59
293,Plot U, ,0,1,BELA-P,Lplot,Sparse Vegetation, ,Peter Neitlich, , ,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0, ,65.85083,-164.53951,<15m, , , ,Garmin 12Map,8/21/01 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,255,215,79,107,87,89
294,Plot W, ,1,1,BELA-P,Lplot,Open Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,289.56,2,-0.720971,0.559605,342,0,20,0,0,75,20,7,0,10,0,15,10,2.283333,2.289216,8.74,0, ,65.57865,-163.57498,<15m, , , ,Garmin 12Map,8/15/01 0:00, , , , , , , , , , , ,85,5,13,3,5,276,1,32,6,6,10,24,15,12,3,304,0,5,155,174,149,85,65,59
295,Plot Y, ,1,1,BELA-P,Lplot,Open Low Shrub - Dwarf Birch/Ericaceous, ,Peter Neitlich, , ,243.84,3,-0.614197,0.62048,150,0,50,0,15,10,5,50,10,0,3,0,18,2.289827,2.319218,8.25,0, ,65.86076,-164.74412,<15m, , , ,Garmin 12Map,8/21/01 0:00, , , , , , , , , , , ,85,4,11,3,5,276,1,106,6,6,10,24,15,12,3,1194,0,5,147,182,159,82,65,60
296,Q1-L2, ,1,3,NOAT-E,Lplot,Talus lichen,NW-block,Emily A Holt,Lichen Quest, ,410,0.8,-0.680974,0.879844,60,0,20,25,15,2,2,40,2,1,1,0,41,2.256982,2.233238,11,1, ,68.471932,-161.452804,< 15 m, , , ,Garmin 12Map,6/29/04 0:00, , , , , , , , , , , , ,4,3,3,3,230,3,110,6,6,10,24,15,12,3,1121,0,4,184,195,131,89,67,70
297,Q3-A5, ,1,3,NOAT-E,Lplot,Alder-willow,NW-block,Emily A Holt,Lichen Quest, ,450,1,-0.682242,0.879844,60,0,20,30,20,5,20,5,0.01,1,40,7,26,2.144218,2.209127,13.25,1, ,68.463911,-161.49325,< 15 m, , , ,Garmin 12Map,6/28/04 0:00, , , , , , , , , , , , ,5,3,3,3,230,3,110,6,6,10,24,15,12,3,1171,1,4,129,122,116,86,57,68
298,Q3-D2, ,1,3,NOAT-E,Lplot,Dwarf shrub,NW-block,Emily A Holt,Lichen Quest, ,470,3,-0.67587,0.422874,75,0,15,25,35,5,5,25,0.01,1,0,0,33,1.954993,1.931721,6.5,1, ,68.472079,-161.477717,< 15 m, , , ,Garmin 12Map,6/25/04 0:00, , , , , , , , , , , , ,4,3,3,3,230,3,110,6,6,12,35,1,9,2,1171,1,4,158,191,143,85,64,63
299,Q3-H3, ,1,3,NOAT-E,Lplot,Herbaceous community,NW-block,Emily A Holt,Lichen Quest, ,690,29,-0.254929,0.969003,230,0,30,0,45,2,5,15,2,1,15,0,52,2.415315,2.294144,8.25,0, ,68.459903,-161.454688,< 15 m, , , ,Garmin 12Map,6/27/04 0:00, , , , , , , , , , , , ,2,3,3,3,230,3,110,6,6,10,25,15,12,3,1121,0,4,213,209,142,103,84,74
300,Q3-L2, ,1,3,NOAT-E,Lplot,Talus lichen,NW-block,Emily A Holt,Lichen Quest, ,460,2,-0.663217,0.237339,90,0,10,5,40,0.01,5,15,3,3,10,0,30,2.290526,2.237226,9.5,0, ,68.472875,-161.467154,< 15 m, , , ,Garmin 12Map,6/28/04 0:00, , , , , , , , , , , , ,4,3,3,3,230,3,110,6,6,10,25,15,12,3,1171,1,4,184,198,133,81,64,59
301,Q3-L5, ,1,3,NOAT-E,Lplot,Talus lichen,NW-block,Emily A Holt,Lichen Quest, ,590,30,-1.285416,0.046277,32,0,0.01,0.01,2,0.01,0.01,0.01,0.01,0,98,0,14,2.008333,1.980952,39.5,0, ,68.488593,-161.524671,< 15 m, , , ,Garmin 12Map,6/29/04 0:00, , , , , , , , , , , , ,3,3,3,3,230,3,110,6,6,10,25,15,12,3,1171,1,3,146,99,38,54,47,46
302,Q3-S4, ,1,3,NOAT-E,Lplot,Sparse Vegetation,NW-block,Emily A Holt,Lichen Quest, ,710,33,-0.219162,0.969003,230,0,0,1,0.01,0,0,0.01,1,0,99,0,1,2,2,0,0, ,68.480247,-161.486519,< 15 m, , , ,Garmin 12Map,6/26/04 0:00, , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,255,255,116,183,172,154
303,RBW1R, ,1,2,CAKR07,Lplot,Riverine Barrens and Willow, ,Shanti Berryman,Julia Steege, ,12.595,1,-0.695125,0.720058,332,0,85,0,0.1,1,98,0.1,0,35,0,0.1,6,1.902778,1.979167,0,1,This plot was located in a small lake/pond. We moved it west so most of plot wasn't in the water.,67.465736,-163.841549,0.1 – 0.7 m,2.3,1.2,Postprocessed Code,GeoXH 2005,6/12/07 0:00,05:15:06pm,New,Lichen_P,AKRXHR061213A.cor,8,8,KOVA_CAKR_07,12.595,1.1,0.7,1.136741,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,104,134,162,62,37,45
304,RBW2R, ,1,2,CAKR07,Lplot,Riverine Barrens and Willow, ,Shanti Berryman,Julia Steege, ,15.058,0,-0.676,0.237339,0,0,65,3,1,3,75,0.1,0.1,0,25,5,2,2,2,0,1,Right next to creek - flood zone area. Plot was in river bed and areas around River were dusty indicating flood zone - willow dominated. One lichen found.,67.469101,-163.82066,0.1 – 0.7 m,2.4,1,Postprocessed Code,GeoXH 2005,6/16/07 0:00,08:08:41am,New,Lichen_P,AKRXHR061517A.cor,11,11,KOVA_CAKR_07,15.058,0.8,0.4,0.224446,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,129,124,89,58,62
305,RBW3, ,1,5,KOVA,Lplot,Riparian Barrens and Willows, ,Shanti Berryman,Sean Patrick, ,79.036,0,-0.676,0.237339,0,0,0,35,15,0.1,35,0.1,1,35,3,0.1,1,1,1,0,0, ,67.425181,-158.525403,0.1 – 0.7 m,2.1,1,Postprocessed Carrier Fl,GeoXH 2005,6/5/07 0:00,02:30:46pm,New,Lichen_P,RCRXHR060514A.cor,8,8,KOVA_CAKR_07,79.036,0.4,0.3,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104,116,123,66,46,52
306,RBW3R, ,1,2,CAKR07,Lplot,Riverine Barrens and Willow, ,Shanti Berryman,Julia Steege, ,43.011,1,-0.655693,0.988763,218,0,85,40,5,5,90,0.1,0.1,0,0,0.1,37,1.803042,1.800445,3.545496,1,"Much sign of animal use - trails, moose hoof marks and scat.",67.702738,-163.967975,0.1 – 0.7 m,2.2,1,Postprocessed Code,GeoXH 2005,6/14/07 0:00,03:41:41pm,New,Lichen_P,AKRXHR061412A.cor,8,8,KOVA_CAKR_07,43.011,0.8,0.5,0.205405,90,2,4,3,3,210,1,59,6,6,12,35,1,9,2,1171,1,5,100,141,156,67,42,41
307,RP-H,RP6600,0,4,GAAR,judgement, , ,Linda Hasselbach,Peter Neitlich, ,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0, ,68.12803,-150.48051,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,210,65,121,104,110
308,RP-L,RP,0,4,GAAR,judgement, , ,Linda Hasselbach,Peter Neitlich, ,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0, ,68.13199,-150.4829,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,252,161,63,111,102,94
309,RR2,RR Forks,0,4,GAAR,judgement, , ,Linda Hasselbach,Peter Neitlich, ,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0, ,67.29257,-155.0697,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,90,102,140,62,47,49
310,RR5,RR,0,4,GAAR,judgement, , ,Linda Hasselbach,Peter Neitlich, ,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0, ,67.29257,-155.0697,<15m, , , ,Garmin GPS 48,7/15/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,90,102,140,62,47,49
311,S Fork M,S Fork Mary Cr,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.06941,-154.83452,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,199,159,96,78,73
312,SDM1R, ,1,2,CAKR07,Lplot,Upland Moist Sedge-Dryas Meadow, ,Abbey Rosso,Sean Patrick, ,97.286,8,-0.861114,0.646069,18,0,12,0,1,45,65,1,0.1,2,0.1,0.1,21,1.780556,1.781746,4.306667,1,Cetraria laevigata taken for heights was collected and still needs confirmation (*confirmed).,67.145601,-163.376552,0.1 – 0.7 m,3.1,1.2,Postprocessed Carrier Fl,GeoXH 2005,6/12/07 0:00,01:14:16pm,New,Lichen_P,RCRXHR061213A.cor,8,8,KOVA_CAKR_07,97.286,0.4,0.2,0,60,3,3,2,8,241,1,24,6,6,10,24,15,12,3,1176,1,4,136,162,133,71,64,48
313,SDM3R, ,1,2,CAKR07,Lplot,Upland Moist Sedge-Dryas Meadow, ,Abbey Rosso,Sean Patrick, ,189.573,8,-0.524395,0.341286,138,0,55,0,2,25,45,1,0.1,2,1,0.1,42,1.919395,1.936243,4.002936,1,Note: plot moved slightly to capture more sedge dryas (vs. other low shrub and rock),67.533489,-163.566421,0.1 – 0.7 m,2.6,1.3,Postprocessed Carrier Fl,GeoXH 2005,6/14/07 0:00,04:16:01pm,New,Lichen_P,RCRXHR061411A.cor,10,10,KOVA_CAKR_07,189.573,0.2,0.1,0,85,3,4,2,8,241,1,24,6,2,6,52,23,11,2,1172,0,3,166,206,182,83,65,57
314,SE-2a, ,1,3,NOAT-E,Lplot,Alder-willow,SE-block,Emily A Holt,Amanda Hardman, ,688,3,-0.74198,0.023789,340,0,60,0,3,45,70,1.5,2,40,1,0,33,2.047222,2.081944,4.681667,1, ,67.84926,-159.719776,< 3 m, , , ,Garmin Map76S,7/11/05 0:00, , , , , , , , , , , , ,5,2,3,3,230,1,110,6,2,6,43,29,13,1,1174,1,1,129,150,153,71,56,45
315,SE-2b, ,1,3,NOAT-E,Lplot,Alder-willow,SE-block,Emily A Holt,Amanda Hardman, ,421,4,-0.729525,0.159999,316,0,45,35,50,30,35,3,2,25,0,0.1,22,1.708333,1.674242,3.52,1, ,67.672333,-158.707039,< 3 m, , , ,Garmin Map76S,7/1/05 0:00, , , , , , , , , , , , ,4,5,3,3,230,1,97,6,2,6,43,29,13,1,1175,1,3,108,136,167,69,37,38
316,SE-2c, ,1,3,NOAT-E,Lplot,Alder-willow,SE-block,Emily A Holt,Amanda Hardman, ,576,6,-0.701317,0.843232,294,0,55,0.1,2,70,65,0.1,0.1,35,0,0,22,1.95086,2.041314,3.059167,0, ,67.980424,-159.286871,< 3 m, , , ,Garmin Map76S,7/12/05 0:00, , , , , , , , , , , , ,2,2,3,3,230,1,126,6,2,6,51,31,13,2,1167,1,1,121,146,150,71,52,40
317,SE-3a, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,SE-block,Emily A Holt,Amanda Hardman, ,450,10,-0.62995,0.222443,88,0,50,30,0.1,50,70,1,1,25,0,0.1,22,1.852958,1.99006,5.54,1, ,67.577726,-157.926969,< 3 m, , , ,Garmin Map76S,7/1/05 0:00, , , , , , , , , , , , ,4,5,3,3,230,1,110,6,2,6,52,23,11,2,1175,1,1,142,173,157,68,54,51
318,SE-3b, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,SE-block,Emily A Holt,Amanda Hardman, ,644,5,-0.80354,0.179916,352,0,50,0,1,60,72,0.1,2,35,0,0,35,2.109127,2.188889,4.043333,1, ,67.972171,-159.691179,< 3 m, , , ,Garmin Map76S,7/11/05 0:00, , , , , , , , , , , , ,3,2,3,3,230,1,24,6,2,6,43,29,13,1,1174,1,1,118,142,145,66,49,45
